name,number,material,thickness,length,width,bend_nums,radius,tool_exchange,side,schroder,henra,special,weight
Podłoga tył lewa,307.401.02.10,OCYNK,2.5,2161,594.1,1,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,25.19
Podłoga tył prawa,307.401.02.20,OCYNK,2.5,2161,594.1,1,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,25.19
Maskownica wypełnienia przód,307.402.00.01,OCYNK,2.5,2480,75.5,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,3.67
Maskownica wypełnienia - poprzeczna,307.402.00.02,OCYNK,2.5,841,74.4,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.23
Maskownica platformy,307.402.00.03,OCYNK,2.5,2000,74.1,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.91
Lohr tył poprzeczna,307.402.00.04,OCYNK,2.5,1998,579.8,1,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,22.73
maskownica wypełnienia tył,307.402.03.10,OCYNK,2.5,2017,75.5,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.99
maskownica wypełnienia tył,307.402.03.20,OCYNK,2.5,2017,75.5,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.99
Podpora podłogi,309.000.00.01,OCYNK,2.5,2485,149.5,4,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,7.29
Łącznik podłogi ALU,309.000.00.02,OCYNK,2,916,83.5,1,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.2
Maskownica,309.000.02.10,OCYNK,2.5,976,142,4,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.72
Maskownica,309.000.02.20,OCYNK,2.5,976,142,4,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.72
Podłużnica boczna,309.100.01.10,CZARNA,2.5,5988,249.1,5,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,29.27
Podłużnica boczna,309.100.01.20,CZARNA,2.5,5988,249.1,5,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,29.27
Wspornik siłownika ramy,309.100.03.10,CZARNA,5,400,100.3,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.57
Wspornik siłownika ramy,309.100.03.20,CZARNA,5,400,100.3,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.57
Belka przyciągarki,309.100.05.02,CZARNA,2.5,1420,304.8,4,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,8.49
Listwa środkowa,309.100.06.10,CZARNA,2.5,2644,96.98,3,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,5.03
Listwa środkowa,309.100.06.20,CZARNA,2.5,2644,96.98,3,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,5.03
Podłużnica główna,309.101.02.10,CZARNA,2.5,5985,310.8,4,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,36.51
Podłużnica główna,309.101.02.20,CZARNA,2.5,5985,310.8,4,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,36.51
Belka boczna,309.102.02.10,CZARNA,2.2,5985,303.7,5,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,31.39
Belka boczna,309.102.02.20,CZARNA,2.2,5985,303.7,5,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,31.39
Wspornik 3 osi KNOTT,309.110.01.10,CZARNA,5,2072,286.2,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,23.28
Wspornik 3 osi KNOTT,309.110.01.10,CZARNA,5,2072,286.2,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,23.28
Wspornik 3 osi KNOTT,309.110.01.20,CZARNA,5,2072,286.2,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,23.28
Wspornik 3 osi KNOTT,309.110.01.20,CZARNA,5,2072,286.2,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,23.28
Wspornik 3 osi x KNOTT,309.114.01.10,CZARNA,5,2051,332.5,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,26.77
Wspornik 3 osi x KNOTT,309.114.01.20,CZARNA,5,2051,332.5,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,26.77
Wspornik siłownika dyszla,309.120.02.10,CZARNA,5,141,104.2,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.58
Wspornik siłownika dyszla,309.120.02.20,CZARNA,5,141,104.2,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.58
Wspornik siłownika dyszla,309.120.03.10,CZARNA,5,128,87,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.44
Wspornik siłownika dyszla,309.120.03.20,CZARNA,5,128,87,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.44
Ramię dyszla,309.120.04.10,CZARNA,3,2988,341.7,4,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,24.04
Ramię dyszla,309.120.04.20,CZARNA,3,2988,341.7,4,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,24.04
Wspornik siłownika dyszla,309.120.05.10,CZARNA,5,147,118.5,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.68
Wspornik siłownika dyszla,309.120.05.20,CZARNA,5,147,118.5,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.68
Ramię dyszla,309.122.01.10,CZARNA,3,2988,385.9,4,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,27.15
Ramię dyszla,309.122.01.20,CZARNA,3,2988,385.9,4,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,27.15
Wzmocnienie dyszla,309.122.02.10,CZARNA,2.5,228,280,1,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.25
Wzmocnienie dyszla,309.122.02.20,CZARNA,2.5,228,280,1,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.25
Podłoga przednia,309.400.01.10,OCYNK,2.5,2400,594.9,1,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,28.02
Podłoga przednia,309.400.01.20,OCYNK,2.5,2400,594.9,1,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,28.02
Podłoga tylna,309.400.02.10,OCYNK,2.5,2902,594,1,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,33.83
Podłoga tylna,309.400.02.20,OCYNK,2.5,2902,594,1,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,33.83
Maskownica wypełnienia - tył,309.401.02.10,OCYNK,2.5,2987,75.5,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,4.43
Maskownica wypełnienia - tył,309.401.02.20,OCYNK,2.5,2987,75.5,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,4.43
Podkładka,310.000.00.01,OCYNK,2,1315,98,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.02
Wspornik,310.000.01.10,CZARNA,5,173,130,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.88
Wspornik,310.000.01.20,CZARNA,5,173,130,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.88
Belka przednia,310.100.00.01,CZARNA,2.5,2115,356.6,5,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,14.8
Belka oświetleniowa,310.100.00.02,CZARNA,3,2145,415.95,5,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,21.01
Poprzeczka,310.100.00.04,CZARNA,3,1345,215.2,4,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,6.82
Wzmocnienie,310.100.00.07,CZARNA,2.5,397,355,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.77
Wspornik zaczepu,310.100.00.09,CZARNA,5,70,273.2,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.75
Poprzeczka,310.100.00.14,CZARNA,3,1345,266.2,4,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,8.43
Zastrzał,310.100.00.15,CZARNA,3,28,264.2,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.17
Wzmocnienie,310.100.00.17,CZARNA,2.5,400,107.3,1,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.84
Podłużnica,310.100.01.10,CZARNA,3,5040,306.2,4,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,36.34
Podłużnica,310.100.01.20,CZARNA,3,5040,306.2,4,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,36.34
Belka boczna,310.100.02.10,CZARNA,2.5,5040,251.6,5,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,24.89
Belka boczna,310.100.02.20,CZARNA,2.5,5040,251.6,5,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,24.89
Poprzeczka,310.102.00.01,CZARNA,2.5,1338,221,4,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,5.8
Wzmocnienie,310.110.00.02,CZARNA,5,85,115.2,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.38
Podstawa wózka,310.110.01.10,CZARNA,5,2000,267.8,3,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,21.02
Podstawa wózka,310.110.01.20,CZARNA,5,2000,267.8,3,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,21.02
Łącznik,310.110.02.10,CZARNA,5,365,180.6,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.59
Łącznik,310.110.02.20,CZARNA,5,365,180.6,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.59
Kątownik wózka,310.110.03.10,CZARNA,5,2000,152.6,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,11.98
Kątownik wózka,310.110.03.20,CZARNA,5,2000,152.6,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,11.98
Płytka zaczepu,310.191.01.02,CZARNA,4,64,123.3,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.25
Zaczep,310.191.01.03,CZARNA,4,35,41.5,1,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.05
Wspornik obrotu,310.882.00.06,CZARNA,4,100,164,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.51
Wspornik sprężyny,310.884.00.03,OCYNK,3,60,65.1,1,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.09
Podstawa,310.886.00.01,CZARNA,2.5,2087,195.1,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,7.99
Mocowanie zapinacza,310.886.00.03,CZARNA,4,43,247.3,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.33
Wzmocnienie,310.888.01.10,OCYNK,4,423,193,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.56
Wzmocnienie,310.888.01.20,OCYNK,4,423,193,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.56
Podłużnica,311.100.01.10,CZARNA,3,5858,306.2,4,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,42.24
Podłużnica,311.100.01.20,CZARNA,3,5858,306.2,4,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,42.24
Belka boczna,311.100.02.10,CZARNA,2.5,5858,251.6,5,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,28.92
Belka boczna,311.100.02.20,CZARNA,2.5,5858,251.6,5,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,28.92
Podstawa wózka,311.110.01.10,CZARNA,5,2400,267.8,3,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,25.23
Podstawa wózka,311.110.01.20,CZARNA,5,2400,267.8,3,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,25.23
Kątownik wózka,311.110.03.10,CZARNA,5,2400,152.6,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,14.37
Kątownik wózka,311.110.03.20,CZARNA,5,2400,152.6,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,14.37
Wspornik,315.100.00.06,CZARNA,2.5,240,146,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.69
Podłużnica platformy,315.100.01.10,CZARNA,2.5,4521,389,6,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,34.51
Podłużnica platformy,315.100.01.20,CZARNA,2.5,4521,389,6,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,34.51
Belka boczna,315.100.05.10,CZARNA,2.5,4548,203.8,4,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,18.19
Belka boczna,315.100.05.20,CZARNA,2.5,4548,203.8,4,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,18.19
Podłoga LOHR Lewa,315.910.02.10,OCYNK,2.5,499,614,4,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,6.01
Podłoga LOHR Prawa,315.910.02.20,OCYNK,2.5,499,614,4,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,6.01
Wspornik osi,364.110.01.00,OCYNK,4,350,180.3,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.98
Płyta dyszla,364.120.01.00,ALU,8,434,256.3,4,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.4
Płyta dyszla,364.121.01.00,ALU,8,422,257,4,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.34
Stopień błotnika,364.220.01.10,ALU RYFL,3.7,427,186.2,4,5,PRAWDA,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.79
Stopień błotnika,364.220.01.20,ALU RYFL,3.7,427,186.2,4,5,PRAWDA,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.79
Tablica HB15 ECO ALU,364.505.01.00,ALU,2,2175,305,4,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,3.58
Wspornik światła,364.506.00.01,ALU,2,46,128,1,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.03
Wspornik osi tandem,365.110.01.00,OCYNK,4,1090,180.3,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,6.17
Wzmocnienie błotnika,365.220.01.00,ALU RYFL,3.7,850,350.2,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.97
Wzmocnienie błotnika,365.220.02.00,ALU RYFL,3.7,416,307.7,6,6,PRAWDA,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.28
Zaczep pasa,365.509.08.02,CZARNA,6,55,105,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.27
Mocowanie deski,365.510.01.00,OCYNK,3,85,150.2,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.3
Mocowanie amortyzatora,366.000.00.01,CZARNA,6,35,195.5,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.32
Łącznik,366.100.04.00,OCYNK,4,161,276.1,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.39
Wspornik osi tridem,366.110.01.00,OCYNK,4,1800,180.3,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,10.19
Łącznik błotnika,366.220.02.00,ALU RYFL,3.7,1490,380.2,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,5.66
Stopień błotnika,366.221.01.10,ALU RYFL,3.7,427,186.2,3,5,PRAWDA,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.79
Stopień błotnika,366.221.01.20,ALU RYFL,3.7,427,186.2,3,5,PRAWDA,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.79
Tablica HB17 ALU,366.506.01.00,ALU,2,2410,305,4,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,3.97
Tablica HB17 ALU,366.507.01.00,ALU,2,2410,279,4,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,3.63
Mocowanie podpory,366.510.01.10,OCYNK,4,230,154.7,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.12
Mocowanie podpory,366.510.01.20,OCYNK,4,230,154.7,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.12
Mocowanie deski,366.510.02.00,OCYNK,3,85,168.1,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.34
Łącznik dyszla dolny,367.100.04.00,CZARNA,6,212,291.3,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.91
Łącznik dyszla przedni górny,367.100.05.00,CZARNA,6,419,464.1,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,9.15
Tablica HB19 ECO,367.506.01.00,ALU,2,2550,303,4,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,4.17
Tablica HB19 ALU,367.507.01.00,ALU,2,2530,279,4,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,3.81
Belka przednia,384.100.00.01,ALU,4,2085,374.16,4,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,8.43
Tablica,384.100.00.02,ALU,4,2141,335,4,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,7.75
Wspornik podłogi,384.100.00.05,ALU,4,2085,177.1,3,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,3.99
Klapa najazdów,384.100.00.07,ALU,2,883,144,4,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.69
Poprzeczka nad najazd,384.100.00.08,ALU,4,1416,203.3,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,3.11
Wspornik najazdów,384.100.00.09,ALU,4,2499,165.3,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,4.46
Belka przednia,384.100.00.12,ALU,4,2085,404.16,4,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,9.1
Wzmocnienie,384.100.00.14,ALU,4,150,90.2,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.15
Wzmocnienie wózka,384.110.00.01,OCYNK,4,1200,114.3,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,4.31
Podstawa wózka,384.110.00.02,OCYNK,4,1200,194.7,3,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,7.34
Wzmocnienie dyszla,384.121.00.01,ALU,4,300,169.3,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.55
Ceownik łączący,384.300.00.04,OCYNK,3,280,145,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.96
Narożnik,384.300.00.05,OCYNK,3,334,182,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.43
Kątownik mocujący,384.300.00.08,OCYNK,3,90,114,1,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.24
Kieszeń deski,384.300.00.10,OCYNK,2,163,77,3,2,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.2
Zapinacz,384.300.00.13,OCYNK,3,30,104,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.07
Wskładka słupka,384.300.00.14,OCYNK,2.5,280,92,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.51
Łącznik,384.300.00.15,OCYNK,2,458,132,5,1.5,PRAWDA,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.95
Wspornik podłogi,384.900.01.02,ALU RYFL,3.7,1985,150.4,4,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.98
Kątownik przedni,385.100.03.10,ALU,4,146,270.17,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.43
Kątownik przedni,385.100.03.20,ALU,4,146,270.17,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.43
Kątownik tylny,385.100.04.10,ALU,4,242,270.17,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.71
Kątownik tylny,385.100.04.20,ALU,4,242,270.17,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.71
Wspornik podłogi przedni,386.900.01.01,ALU RYFL,3.7,1032,150.4,4,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.55
Wzmocnienie wózka tridem,387.110.00.01,OCYNK,4,1850,115.3,2,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,6.7
Podstawa wózka tridem,387.110.00.02,OCYNK,4,1850,191.9,3,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,11.15
Mocowanie podpory,388.100.00.14,ALU,4,182,336.66,4,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.66
Mocowanie podpory,388.100.00.24,OCYNK,4,192,334.6,4,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.02
Mocowanie dyszla,400.120.02.00,OCYNK,4,50,150,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.24
Ramię dyszla,400.120.02.10,OCYNK,2.5,1140,136.6,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,3.06
Ramię dyszla,400.120.02.20,OCYNK,2.5,1140,136.6,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,3.06
Belka oświetleniowa,434.100.00.02,CZARNA,2.5,2056,351,6,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,14.16
Zastrzał,434.100.00.08,CZARNA,2.5,233,65,1,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.3
Wzmocnienie pod oś,434.100.00.11,OCYNK,4,1205,132,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,4.99
Wspornik zderzaka,434.100.00.17,CZARNA,2.5,50,305.4,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.3
Podłużnica przednia,434.100.04.10,CZARNA,2.5,1983,418,5,3,PRAWDA,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,16.27
Podłużnica przednia,434.100.04.20,CZARNA,2.5,1983,418,5,3,PRAWDA,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,16.27
Podłużnica tylna,434.100.05.10,CZARNA,2.5,1983,418,5,3,PRAWDA,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,16.27
Podłużnica tylna,434.100.05.20,CZARNA,2.5,1983,418,5,3,PRAWDA,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,16.27
Mocowanie tylne dyszla,434.100.10.10,CZARNA,5,210,323.4,3,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.66
Mocowanie tylne dyszla,434.100.10.11,CZARNA,5,210,323.4,3,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.66
Belka boczna,434.101.00.01,CZARNA,2,1361,155.4,4,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,3.32
Belka przednia,434.101.00.15,CZARNA,2.5,2055,338,5,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,13.63
Belka boczna,434.101.01.10,CZARNA,2,1325,155.4,4,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,3.23
Wspornik koła,434.360.00.01,OCYNK,3,899,153,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,3.24
Podłużnica przednia,435.100.04.10,CZARNA,2.5,2463,418,5,3,PRAWDA,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,20.2
Podłużnica przednia,435.100.04.20,CZARNA,2.5,2463,418,5,3,PRAWDA,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,20.2
Belka boczna,435.101.00.01,CZARNA,2,1841,155.4,4,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,4.49
Podłużnica przednia,436.100.05.10,CZARNA,2.5,2479,418,4,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,20.34
Podłużnica przednia,436.100.05.20,CZARNA,2.5,2479,418,4,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,20.34
Belka przednia,436.101.00.15,CZARNA,2.5,2055,532,7,3,PRAWDA,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,21.46
Podłużnica przednia,436.101.01.10,CZARNA,2.5,2479,407.7,4,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,19.83
