name,number,material,thickness,length,width,bend_nums,radius,tool_exchange,side,schroder,henra,special,weight
Poprzeczka relingu W1250,600.500.02.00,OCYNK,2,1298,167,4,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,3.4
Łącznik BIS,600.740.00.01,OCYNK,2,90,58.5,1,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.08
Blacha burty bocznej siatka,600.740.01.00,OCYNK,0.8,1961,490.4,7,1.5,FAŁSZ,PRAWDA,PRAWDA,FAŁSZ,FAŁSZ,6.04
Obejma,600.741.00.04,CZARNA,2,80,55,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.07
Listwa kątowa,600.743.01.04,CZARNA,1.5,540,37,1,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.24
Wspornik,600.743.02.10,CZARNA,2,119,53,1,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.1
Wspornik,600.743.02.20,CZARNA,2,119,53,1,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.1
Łącznik burt siatkowych,600.743.03.10,CZARNA,3,157,162,1,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.6
Łącznik burt siatkowych,600.743.03.20,CZARNA,3,157,162,1,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.6
Blacha burty p_t siatka,600.760.00.01,OCYNK,0.8,1240,490.4,7,1.5,FAŁSZ,PRAWDA,PRAWDA,FAŁSZ,FAŁSZ,3.82
Wspornik,600.763.01.10,CZARNA,2,111,80,1,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.14
Wspornik,600.763.01.20,CZARNA,2,111,80,1,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.14
Najazd ALU,601.001.00.01,ALU RYFL,3.7,1266,329.4,6,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,4.17
Wzmocnienie najazdu ALU,601.001.00.02,ALU RYFL,3.7,199,114.9,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.23
Mocowanie najazdów,601.001.00.03,OCYNK,3,116,141.2,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.39
Szyna do najazdów,601.001.00.04,OCYNK,2,1272,100,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2
Wspornik,601.001.00.05,OCYNK,2,575,54.5,1,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.49
Łącznik szyn,601.001.00.06,OCYNK,2,549,131,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.13
Podłużnica,601.100.02.10,OCYNK,2,2346,244.1,5,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,8.99
Podłużnica,601.100.02.20,OCYNK,2,2346,244.1,5,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,8.99
Blacha burty bocznej,601.140.01.00,OCYNK,0.8,2259,390.4,7,1.5,FAŁSZ,PRAWDA,PRAWDA,FAŁSZ,FAŁSZ,5.54
Poprzeczka boczna 23,601.300.00.02,OCYNK,1.5,2322,119.9,4,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,3.28
Podłużnica Górna 23,601.300.00.04,OCYNK,1,2335,114.5,5,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.1
Słupek Uni H1100,601.301.00.01,OCYNK,2,1200,79,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.49
Blacha burty bocznej siatka,601.740.01.00,OCYNK,0.8,2259,490.4,7,1.5,FAŁSZ,PRAWDA,PRAWDA,FAŁSZ,FAŁSZ,6.96
Podłużnica,602.100.02.10,OCYNK,2.5,2684,242,5,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,12.75
Podłużnica,602.100.02.20,OCYNK,2.5,2684,242,5,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,12.75
Blacha burty bocznej,602.140.01.00,OCYNK,1,2596,389.2,7,1.5,FAŁSZ,PRAWDA,PRAWDA,FAŁSZ,FAŁSZ,7.93
Blacha burty,602.143.02.00,OCYNK,1,2596,516.9,14,1.5,FAŁSZ,PRAWDA,PRAWDA,FAŁSZ,FAŁSZ,10.53
Blacha burty p_t,602.163.01.00,OCYNK,0.8,1245,531,15,1.5,FAŁSZ,PRAWDA,PRAWDA,FAŁSZ,FAŁSZ,4.15
Poprzeczka boczna 26,602.300.00.02,OCYNK,1.5,2659,119.9,4,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,3.75
Podłużnica górna 26,602.300.00.04,OCYNK,1,2672,114.5,5,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.4
Blacha burty bocznej siatka,602.740.01.00,OCYNK,1,2596,489.2,7,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,9.97
Płyta wierzchnia,603.002.00.01,OCYNK,1.5,1485,864.9,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,15.12
Maskownica,603.002.00.02,OCYNK,1.5,1485,164,3,0.8,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.87
Płyta wierzchnia,603.003.00.01,OCYNK,1.5,1485,865,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,15.12
Maskownica,603.003.00.02,OCYNK,1.5,1485,164,3,0.8,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.87
Tablica pod najazdy,603.100.00.01,OCYNK,2.5,1540,337.5,6,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,10.2
Belka wsporcza,603.100.00.05,OCYNK,3,1539,168.7,3,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,6.11
Belka przednia,603.100.001,OCYNK,2,1537,330,5,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,7.96
Tablica,603.100.003,OCYNK,2.5,1540,337.5,6,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,10.2
Belka poprzeczna,603.100.004,OCYNK,1.5,1536,149.4,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.7
Wspornik obrotu dyszla,603.100.06.10,OCYNK,4,198,173.75,3,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.08
Wspornik obrotu dyszla,603.100.06.20,OCYNK,4,198,173.75,3,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.08
Poprzeczka stelaża w1500 H0,603.300.00.01,OCYNK,1.5,1587,84.4,4,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.58
Kabłąk 15,603.300.00.03,OCYNK,2,2051,59.5,1,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.92
Poprzeczka relingu W1500,603.500.02.00,OCYNK,2,1538,167,4,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,4.03
Podłużnica,604.100.02.10,OCYNK,2.5,3000,242,5,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,14.25
Podłużnica,604.100.02.20,OCYNK,2.5,3000,242,5,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,14.25
Blacha burty bocznej,604.140.01.00,OCYNK,1,2915,389.2,7,1.5,FAŁSZ,PRAWDA,PRAWDA,FAŁSZ,FAŁSZ,8.91
Blacha burty,604.143.01.00,OCYNK,1,2915,531,14,1.5,FAŁSZ,PRAWDA,PRAWDA,FAŁSZ,FAŁSZ,12.15
Blacha burty p_t,604.163.01.00,OCYNK,1,1485,529,15,1.5,FAŁSZ,PRAWDA,PRAWDA,FAŁSZ,FAŁSZ,6.16
Słupek stelaża H1400,604.302.00.01,OCYNK,2,1440,79,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.79
Poprzeczka boczna 30,604.302.00.02,OCYNK,1.5,2978,119.9,4,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,4.2
Podłużnica górna 30,604.302.00.03,OCYNK,1.5,2769,104,3,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,3.39
Blacha kabłąka przód/tył,604.302.00.04,OCYNK,1.5,1542,193.1,9,1.5,FAŁSZ,FAŁSZ,PRAWDA,FAŁSZ,FAŁSZ,3.51
Poprzeczka górna 15,604.302.00.05,OCYNK,1.5,1538,120,4,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.17
Poprzeczka,604.302.00.06,OCYNK,1.5,1533,143,4,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.58
Łącznik,604.302.00.10,OCYNK,2.5,697,51,1,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.7
Łącznik,604.302.00.20,OCYNK,2.5,697,51,1,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.7
Blacha burty bocznej siatka,604.740.01.00,OCYNK,1,2914,489.2,7,1.5,FAŁSZ,PRAWDA,PRAWDA,FAŁSZ,FAŁSZ,11.19
Blacha burty p_t siatka,604.760.00.01,OCYNK,1,1485,489.2,7,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,5.7
Podłużnica,605.100.03.10,OCYNK,3,3500,242,5,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,19.95
Podłużnica,605.100.03.20,OCYNK,3,3500,242,5,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,19.95
Reling,610.440.01.00,OCYNK,1,1961,140,7,1.5,FAŁSZ,FAŁSZ,PRAWDA,FAŁSZ,FAŁSZ,2.16
Reling,610.460.01.00,OCYNK,1,1235,140,7,1.5,FAŁSZ,FAŁSZ,PRAWDA,FAŁSZ,FAŁSZ,1.36
Profil Q,610.460.03.00,OCYNK,1.5,1235,88,4,0.8,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.28
Mocowanie zawiasu burty,610.460.05.00,OCYNK,1.5,390,84.45,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.39
Reling,611.440.01.00,OCYNK,1,2259,140,7,1.5,FAŁSZ,FAŁSZ,PRAWDA,FAŁSZ,FAŁSZ,2.48
Profil Q,611.440.03.00,OCYNK,1.5,2259,88,4,0.8,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.34
Reling,612.440.01.00,OCYNK,1,2596,140,7,1.5,FAŁSZ,FAŁSZ,PRAWDA,FAŁSZ,FAŁSZ,2.85
Profil Q,612.440.03.00,OCYNK,1.5,2596,88,4,0.8,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.69
Wzmocnienie burty środkowe,612.440.05.00,OCYNK,2,120,95,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.18
Łącznik BIS ALU,620.220.00.01,OCYNK,2,90,98.5,1,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.14
Belka poprzeczna,655.120.00.02,OCYNK,2.5,936,126.9,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,2.33
Łącznik sklejki,655.900.00.03,OCYNK,1.5,1485,104.4,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.83
Ramię wspornika,680.120.00.10,CZARNA,6,75,141.7,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.5
Ramię wspornika,680.120.00.20,CZARNA,6,75,141.7,1,5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.5
Blacha burty,680.140.01.00,OCYNK,0.8,1961,490.4,7,1.5,FAŁSZ,PRAWDA,PRAWDA,FAŁSZ,FAŁSZ,6.04
Wzmocnienie burty H400,680.140.02.00,OCYNK,0.8,498,161.21,4,2,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.5
Słupek burty bocznej,680.140.03.10,OCYNK,2,400,179.5,2,2,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,PRAWDA,1.13
Wzmocnienie burty H400,680.140.05.00,OCYNK,1.25,496,125,4,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.61
Blacha burty,680.143.01.00,OCYNK,0.8,1961,533,14,1.5,FAŁSZ,PRAWDA,PRAWDA,FAŁSZ,FAŁSZ,6.56
Blacha burty p_t,680.160.00.01,OCYNK,0.8,1245,490.42,7,1.5,FAŁSZ,PRAWDA,PRAWDA,FAŁSZ,FAŁSZ,3.83
Słupek burty przód/tył,680.160.00.02,OCYNK,2,400,99.5,2,2,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,PRAWDA,0.62
Blacha burty p_t,680.163.00.01,OCYNK,0.8,1245,531,15,1.5,FAŁSZ,PRAWDA,PRAWDA,FAŁSZ,FAŁSZ,4.15
Blacha burty BIS p_t,680.264.00.01,OCYNK,0.8,1245,530.4,14,1.5,FAŁSZ,PRAWDA,PRAWDA,FAŁSZ,FAŁSZ,4.15
Mocowanie siłownika,680.800.04.00,OCYNK,1.5,230,147.9,4,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.4
Blacha burty,681.140.01.00,OCYNK,0.8,2259,490.4,7,1.5,FAŁSZ,PRAWDA,PRAWDA,FAŁSZ,FAŁSZ,6.96
Blacha burty,681.143.01.00,OCYNK,0.8,2259,533,14,1.5,FAŁSZ,PRAWDA,PRAWDA,FAŁSZ,FAŁSZ,7.56
Blacha burty,682.140.01.00,OCYNK,1,2596,489.2,7,1.5,FAŁSZ,PRAWDA,PRAWDA,FAŁSZ,FAŁSZ,9.97
Blacha burty,682.143.01.00,OCYNK,1,2596,531,14,1.5,FAŁSZ,PRAWDA,PRAWDA,FAŁSZ,FAŁSZ,10.82
Wkładka słupka BIS,682.244.00.01,OCYNK,2,190,58.5,1,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.17
Blacha burty,684.140.01.00,OCYNK,1,2915,489.2,7,1.5,FAŁSZ,PRAWDA,PRAWDA,FAŁSZ,FAŁSZ,11.19
Blacha burty,684.143.01.00,OCYNK,1,2915,531,14,1.5,FAŁSZ,PRAWDA,PRAWDA,FAŁSZ,FAŁSZ,12.15
Blacha burty p_t,684.163.00.01,OCYNK,1,1485,529,15,1.5,FAŁSZ,PRAWDA,PRAWDA,FAŁSZ,FAŁSZ,6.16
Blacha burty BIS p_t,684.264.00.01,OCYNK,0.8,1485,530.4,14,1.5,FAŁSZ,PRAWDA,PRAWDA,FAŁSZ,FAŁSZ,4.94
Noga,996.013.00.01,OCYNK,3,900,81,1,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.72
Płytka pod koło,996.013.00.02,OCYNK,3,137,160,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.52
Półka skos,996.013.00.03,OCYNK,3,751,403.4,6,1.5,PRAWDA,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,7.14
Podstawa,996.013.00.04,OCYNK,3,795,415.2,4,1.5,PRAWDA,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,7.78
Noga,996.013.00.05,OCYNK,3,802,81,1,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.53
Szablon pod dyszle 600.120,996.066.00.01,OCYNK,2,1200,88,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.66
Półka gięta,996.123.00.05,OCYNK,2,1500,72,6,1.5,PRAWDA,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.7
Blokada rolki,996.123.100.02,OCYNK,2,30,187.5,3,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.09
Podłużnica 1500,996.123.100.04,OCYNK,3,1500,102,2,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,3.6
Poprzeczka dłuższa,996.123.100.08,OCYNK,2,410,97.5,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,0.63
Zijrand MT 350,AE0016434,CZARNA,2,3490,615.49,5,1.5,FAŁSZ,FAŁSZ,FAŁSZ,PRAWDA,FAŁSZ,33.72
Zijrand MT 300,AE0016450,CZARNA,2,2990,615.49,5,1.5,FAŁSZ,FAŁSZ,FAŁSZ,PRAWDA,FAŁSZ,28.89
Verstevigingsschoor GB/OB.,AE0039760,CZARNA,3,75,168,2,2,FAŁSZ,FAŁSZ,FAŁSZ,PRAWDA,FAŁSZ,0.3
Dissel verbindings U GB 183,AE0039794,CZARNA,6,125,400,4,5,FAŁSZ,FAŁSZ,FAŁSZ,PRAWDA,FAŁSZ,2.36
Voorkalf GB 184,AE0040473,CZARNA,2,1902,360,3,1.5,FAŁSZ,FAŁSZ,FAŁSZ,PRAWDA,FAŁSZ,10.75
Chassisbalk GB 465 gezet,AE0040475,CZARNA,2,4505,356,7,1.5,FAŁSZ,FAŁSZ,FAŁSZ,PRAWDA,FAŁSZ,25.18
M-profiel zijkant GB 465,AE0040478,CZARNA,2,4520,70,3,0.8,FAŁSZ,FAŁSZ,FAŁSZ,PRAWDA,FAŁSZ,4.97
M-profiel voorkant GB 184,AE0040581,CZARNA,2,1580,70,3,0.8,FAŁSZ,FAŁSZ,FAŁSZ,PRAWDA,FAŁSZ,1.74
Disselversteviging GB,AE0040599,CZARNA,4,148,140,1,5,FAŁSZ,FAŁSZ,FAŁSZ,PRAWDA,FAŁSZ,0.65
Chassisbalk GB 315 gezet,AE0040722,CZARNA,2,3005,356,7,1.5,FAŁSZ,FAŁSZ,FAŁSZ,PRAWDA,FAŁSZ,16.8
Chassisbalk GB 265 gezet,AE0040723,CZARNA,2,2505,356,7,1.5,FAŁSZ,FAŁSZ,FAŁSZ,PRAWDA,FAŁSZ,14
Voorkalf GB 158,AE0040730,CZARNA,2,1642,360,3,1.5,FAŁSZ,FAŁSZ,FAŁSZ,PRAWDA,FAŁSZ,9.28
Voorkalf GB 138,AE0040734,CZARNA,2,1442,360,3,1.5,FAŁSZ,FAŁSZ,FAŁSZ,PRAWDA,FAŁSZ,8.15
M-profiel voorkant GB 158,AE0040738,CZARNA,2,1320,70,3,0.8,FAŁSZ,FAŁSZ,FAŁSZ,PRAWDA,FAŁSZ,1.45
M-profiel voorkant GB 138,AE0040739,CZARNA,2,1120,70,3,0.8,FAŁSZ,FAŁSZ,FAŁSZ,PRAWDA,FAŁSZ,1.23
M-profiel zijkant GB 315,AE0040745,CZARNA,2,3020,70,3,0.8,FAŁSZ,FAŁSZ,FAŁSZ,PRAWDA,FAŁSZ,3.32
M-profiel zijkant GB 265,AE0040746,CZARNA,2,2520,70,3,0.8,FAŁSZ,FAŁSZ,FAŁSZ,PRAWDA,FAŁSZ,2.77
Perfo plaattrede,AE0041257,CZARNA,2,790,350,4,1.5,FAŁSZ,FAŁSZ,FAŁSZ,PRAWDA,FAŁSZ,4.34
Sledeprofiel,DOC[301-9410],CZARNA,1.5,2423,160,2,1.5,FAŁSZ,FAŁSZ,FAŁSZ,PRAWDA,FAŁSZ,4.56
T-profiel slede PL,DOC[301-9411],CZARNA,1.5,2434,95,3,0.8,FAŁSZ,FAŁSZ,FAŁSZ,PRAWDA,FAŁSZ,2.72
Kopplaat slede,DOC[301-9413],CZARNA,4,660,100,1,5,FAŁSZ,FAŁSZ,FAŁSZ,PRAWDA,FAŁSZ,2.07
Montagestrop disselbenen PL,DOC[AE0009853(A)],CZARNA,4,50,300,4,5,FAŁSZ,FAŁSZ,FAŁSZ,PRAWDA,FAŁSZ,0.47
Montagestrop disselbenen PL,DOC[AE0010771(A)],CZARNA,4,50,340,4,5,FAŁSZ,FAŁSZ,FAŁSZ,PRAWDA,FAŁSZ,0.53
Zijrand MT 400,DOC[AE0016837(I)],CZARNA,2,3990,615.49,5,1.5,FAŁSZ,FAŁSZ,FAŁSZ,PRAWDA,FAŁSZ,38.56
Kooplaat disselbeen 3500kg 2150mm,DOC[AE0018156(A)],CZARNA,4,70,100,2,5,FAŁSZ,FAŁSZ,FAŁSZ,PRAWDA,FAŁSZ,0.22
Kooplaat disselbeen 2700kg,DOC[AE0037833(-)],CZARNA,4,60,100,2,5,FAŁSZ,FAŁSZ,FAŁSZ,PRAWDA,FAŁSZ,0.19
Zijrand MT 450,DOC[AE0040551],CZARNA,2,4510,615.49,5,1.5,FAŁSZ,FAŁSZ,FAŁSZ,PRAWDA,FAŁSZ,43.58
Podłużnica przednia,437.100.05.10,CZARNA,2.5,2979,418,4,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,24.43
Podłużnica przednia,437.100.05.20,CZARNA,2.5,2979,418,4,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,24.43
Podłużnico-burta,099.100.02.10,CZARNA,2.5,4000,619.3,6,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,48.62
Podłużnico-burta,099.100.02.20,CZARNA,2.5,4000,619.3,6,3,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,48.62
Błotnik,098.100.02.10,CZARNA,2.5,200,399.5,1,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.57
Błotnik,098.100.02.20,CZARNA,2.5,200,399.5,1,1.5,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,FAŁSZ,1.57
